x,y
14.196734074239405,28.62658140485318
14.121447817983437,28.799884407173945
13.99896447483999,29.042381702902382
13.8556378347053,29.239419466307616
13.746770311048191,29.35649401602344
13.61247103135697,29.434528503776495
13.494185129235172,29.490426015190604
13.355321665908074,29.53780220740581
13.219539897812883,29.54645859356346
13.10830080111312,29.50517740721589
13.036597490105638,29.472759924147
12.948494181946904,29.380033638516633
12.914620348962556,29.29691240290041
12.892911190752196,29.17636097743229
12.891254996127946,29.053889984520524
12.959701535056022,28.81613059042416
13.070391081625647,28.62197399344637
13.235374710651564,28.41130484437768
13.416183507358632,28.271098090039928
13.555648405331622,28.198023934211747
13.69870944818178,28.16985362876966
13.883524041761397,28.181177158109517
14.101624765788442,28.2139583970009
14.351146870286811,28.33647852776579
14.593431593952822,28.49919791729725
14.82407553998676,28.67495428934873
15.041830302416447,28.87959565390663
15.184587928021909,29.027912568343336
15.243571275040274,29.180540989388778
15.279780810829246,29.321078308916675
15.29069209522432,29.43386758378349
15.286305041809982,29.594159235272322
15.244026330330689,29.691131827414498
15.183065730271698,29.794568718316654
15.109673617389477,29.88830730312214
15.027232398950513,29.93481030690813
14.955867733081098,29.95017826768831
14.856126089351202,29.975130760774462
14.76733609548159,29.95622285937969
14.648189554498598,29.90007779713087
14.578984085768836,29.855599966222936
14.470462279269302,29.729321983900025
14.334285647765522,29.45894752996811
14.24418422323092,29.204046952804894
14.164531638786547,28.941983305738205
14.114662982296629,28.6646071664555
14.058334541459905,28.37630914196005
13.964808105325035,28.092029167861295
13.84247840370116,27.909043129461157
13.694200574116842,27.776172594150484
13.468932593806603,27.61908587060953
13.347921191119346,27.56138935335715
13.249372164970573,27.50255272338073
13.166810877658792,27.47248642140452
13.113066473361796,27.47478970486497
13.062232902373767,27.493798758709396
13.006325001064631,27.55920292871465
12.976943322315519,27.580120586502066
12.958511326826725,27.62304996442272
12.96422064152226,27.74377937133155
12.99895682975127,27.868208641699646
13.080048362480053,28.035210932224018
13.165286335964938,28.115657271130186
13.261006224161134,28.180568924711643
13.489396663697013,28.282532679003914
13.71995697755069,28.375241004952
13.975626579014984,28.400933679093036
14.21843787025056,28.356709536062237
14.52190759951023,28.30427453796703
14.8196887192402,28.24824613488531
15.103887811291887,28.2024611940909
15.239658002429435,28.17246696015736
15.33932114759396,28.21065481538451
15.403607992011052,28.24556082700988
15.439419448039038,28.28873256509193
15.465102957637253,28.303959305994255
15.49139635256735,28.35192448044659
15.502834568949218,28.405624927400304
15.503624198770673,28.41408550030723
15.493294122856032,28.492286907853877
15.48437065049733,28.55203856162429
15.429492004173252,28.62895583684406
15.362945841523125,28.705700327232183
15.24645769244848,28.766822460242373
15.130826375884208,28.78422502814733
15.03928580169898,28.781773174012535
14.788183716805774,28.713714157648827
14.53772453132106,28.63381542640598
14.278916035301686,28.5734374028631
14.008183695363972,28.549075078962858
13.835322249789323,28.560767570850995
13.710163239808976,28.593244643920972
13.565235627654642,28.67094461997356
13.46932937968915,28.724598026962134
13.41001666512654,28.774723214080336
13.358906256744687,28.869603960354624
13.337773851303925,28.93881166742173
13.337150975331083,29.057231670323088
13.352913188772712,29.145281718966242
13.37948208541503,29.2161620787512
13.42507360688889,29.320871480002676
13.525085378337707,29.406659361413816
13.64832476140094,29.449549349284162
13.780263875408137,29.46575864231835
13.897402313664967,29.453278214185246
14.021914529302084,29.408736894802356
14.133482634332964,29.340660039979767
14.2124696621267,29.256126860637877
14.269447116692522,29.12218966519924
14.307984195685117,28.909991796276387
14.32206480350515,28.6408528427103
14.30798294039202,28.378982418118675
14.301420691061015,28.125032577783678
14.26821361325602,27.834659643191497
14.223678071142196,27.623645234971903
14.172357037318873,27.525794460859284
14.11545076287666,27.42490942040842
14.03133125063576,27.377896487249153
13.959996185449173,27.38383321981974
13.871304716184714,27.374946693833117
13.797795893263045,27.383676948150274
13.710150495059448,27.428348688844775
13.640576685645666,27.50133957810453
13.603254549904678,27.59457739276209
13.557314019935307,27.70543586246635
13.542750331124253,27.838562636867785
13.549461740805189,27.923471624447952
13.594038307757897,28.012231287017162
13.658753893320299,28.1373801688764
13.739524375811982,28.210877889020356
13.954867828883284,28.34977436285468
14.168463162593538,28.429945889981912
14.352976229869132,28.440359604577097
14.502622125362034,28.45469238977261
14.66580322638007,28.40168291327287
14.810155506678687,28.297199935364898
14.900336569386809,28.236397257094804
14.971698148546487,28.14570678997322
15.027317513908072,28.023870672729362
15.04898962474094,27.88021318593741
15.043145750788566,27.807789425679502
15.000834955066853,27.689589354361956
14.963450956208382,27.596009607141546
14.906306057726088,27.529399438539656
14.838347609610041,27.475406929671756
14.761342917021844,27.437542291040764
14.670623975185782,27.437699881989943
14.589734824852071,27.45696910212028
14.396275283080573,27.547653062538206
14.316554901917529,27.638600846426968
14.153932598513295,27.873736356350218
14.018443183855151,28.10535405939118
13.91171779543603,28.340293628061524
